Id,Description,Logo,Facebook URL,LinkedIn URL,Twitter URL,Instagram URL,Address,Phone Number,Email,Created At
5e880bca-0fe8-4d67-bcec-7e6834f0f9bd,,,https://www.facebook.com/w3schoolscom/,https://www.linkedin.com/company/w3schools.com/,,,,,,Wed Jul 03 2024 16:21:46 GMT+0530 (India Standard Time)
e7e159d3-25a4-4cd2-aae2-0e2ef79e110a,,,https://www.facebook.com/w3schoolscom/,https://www.linkedin.com/company/w3schools.com/,,,,,,Wed Jul 03 2024 16:21:48 GMT+0530 (India Standard Time)
